timestamp_ms,target,feedback,error,output,kp,ki,kd,p_term,i_term,d_term,extra1,extra2,status_flags
580650,0.22499999403953552,0.21953807771205902,0.0054619163274765015,2286.055419921875,300.0,50.0,0.0,1.6385748386383057,12.416779518127441,0.0,6.867029666900635,0.0,15
580759,0.22499999403953552,0.21966859698295593,0.00533139705657959,2286.029541015625,300.0,50.0,0.0,1.599419116973877,12.430107116699219,-0.0,6.878908157348633,0.0,15
580867,0.22499999403953552,0.21944774687290192,0.005552247166633606,2286.109619140625,300.0,50.0,0.0,1.6656742095947266,12.443987846374512,0.0,6.89084005355835,0.0,15
580975,0.22499999403953552,0.21990129351615906,0.005098700523376465,2285.986328125,300.0,50.0,0.0,1.5296101570129395,12.456734657287598,-0.0,6.902771949768066,0.0,15
581084,0.22499999403953552,0.220514714717865,0.004485279321670532,2285.8134765625,300.0,50.0,0.0,1.3455837965011597,12.467947959899902,-0.0,6.914757251739502,0.0,15
581192,0.22499999403953552,0.2203332483768463,0.004666745662689209,2285.879638671875,300.0,50.0,0.0,1.4000236988067627,12.4796142578125,0.0,6.9267425537109375,0.0,15
581301,0.22499999403953552,0.22081707417964935,0.004182919859886169,2285.744873046875,300.0,50.0,0.0,1.254875898361206,12.490072250366211,-0.0,6.938727855682373,0.0,15
581409,0.22499999403953552,0.2202516794204712,0.004748314619064331,2285.926513671875,300.0,50.0,0.0,1.4244943857192993,12.501943588256836,0.0,6.95065975189209,0.0,15
581517,0.22499999403953552,0.2204640507698059,0.004535943269729614,2285.8740234375,300.0,50.0,0.0,1.3607829809188843,12.513282775878906,-0.0,6.962591648101807,0.0,15
581626,0.22499999403953552,0.2203167825937271,0.004683211445808411,2285.929931640625,300.0,50.0,0.0,1.404963493347168,12.524991035461426,0.0,6.974470138549805,0.0,15
581734,0.22499999403953552,0.2193150520324707,0.005684942007064819,2286.24462890625,300.0,50.0,0.0,1.7054826021194458,12.539203643798828,0.0,6.986295223236084,0.0,15
581842,0.22499999403953552,0.21951249241828918,0.005487501621246338,2286.19921875,300.0,50.0,0.0,1.6462504863739014,12.552923202514648,-0.0,6.998173713684082,0.0,15
581951,0.22499999403953552,0.21933847665786743,0.005661517381668091,2286.265625,300.0,50.0,0.0,1.6984552145004272,12.567075729370117,0.0,7.010105609893799,0.0,15
582059,0.22499999403953552,0.21982480585575104,0.005175188183784485,2286.132568359375,300.0,50.0,0.0,1.5525565147399902,12.580015182495117,-0.0,7.022037506103516,0.0,15
582167,0.22499999403953552,0.2204611748456955,0.004538819193840027,2285.953125,300.0,50.0,0.0,1.3616456985473633,12.591361999511719,-0.0,7.034022808074951,0.0,15
582276,0.22499999403953552,0.22000254690647125,0.00499744713306427,2286.10302734375,300.0,50.0,0.0,1.4992341995239258,12.60385513305664,0.0,7.045954704284668,0.0,15
582384,0.22499999403953552,0.22058558464050293,0.004414409399032593,2285.939208984375,300.0,50.0,0.0,1.3243228197097778,12.614891052246094,-0.0,7.0579400062561035,0.0,15
582493,0.22499999403953552,0.22099371254444122,0.004006281495094299,2285.826904296875,300.0,50.0,0.0,1.2018845081329346,12.624905586242676,-0.0,7.069925308227539,0.0,15
582601,0.22499999403953552,0.2200821191072464,0.0049178749322891235,2286.112548828125,300.0,50.0,0.0,1.4753625392913818,12.637201309204102,0.0,7.081803798675537,0.0,15
583035,0.22499999403953552,0.22027112543582916,0.00472886860370636,2286.107421875,300.0,50.0,0.0,1.4186606407165527,12.688708305358887,-0.0,7.129424571990967,0.0,15
583143,0.22499999403953552,0.21986952424049377,0.005130469799041748,2286.24072265625,300.0,50.0,0.0,1.5391409397125244,12.70153522491455,0.0,7.141356468200684,0.0,15
583251,0.22499999403953552,0.22049246728420258,0.004507526755332947,2286.06494140625,300.0,50.0,0.0,1.3522579669952393,12.712803840637207,-0.0,7.153341770172119,0.0,15
